timestamp,action,best_raw,score_flat,score_long,score_short,advantage
2024-11-28 11:00:00,LONG,LONG,0.0,,,
2024-11-28 12:00:00,FLAT,LONG,0.0,0.004168940529144815,0.004042428281789211,0.004168940529144815
2024-11-28 13:00:00,FLAT,LONG,0.0,0.00413467544306943,0.00400689882349442,0.00413467544306943
2024-11-28 14:00:00,FLAT,SHORT,0.0,0.004096343476547439,0.004349045748860664,0.004349045748860664
2024-11-28 15:00:00,FLAT,SHORT,0.0,0.003976901717306753,0.00417257000017512,0.00417257000017512
2024-11-28 16:00:00,FLAT,SHORT,0.0,0.004405818837728578,0.0049740059716894,0.0049740059716894
2024-11-28 17:00:00,FLAT,SHORT,0.0,0.00422606583234606,0.00481807542662553,0.00481807542662553
2024-11-28 18:00:00,FLAT,SHORT,0.0,0.003948972360981495,0.004392708007921475,0.004392708007921475
2024-11-28 19:00:00,FLAT,SHORT,0.0,0.0038977714486724806,0.004222893356227903,0.004222893356227903
2024-11-28 20:00:00,FLAT,SHORT,0.0,0.0038737024037173284,0.004069869379367524,0.004069869379367524
2024-11-28 21:00:00,FLAT,SHORT,0.0,0.0040417030574676155,0.004620403418286488,0.004620403418286488
2024-11-28 22:00:00,FLAT,SHORT,0.0,0.004172315659067887,0.0046834288980533685,0.0046834288980533685
2024-11-28 23:00:00,FLAT,SHORT,0.0,0.003944274565991309,0.004237810450126984,0.004237810450126984
2024-11-29 00:00:00,FLAT,SHORT,0.0,0.0039772888540552795,0.004185659388649116,0.004185659388649116
2024-11-29 01:00:00,FLAT,SHORT,0.0,0.0038740848673902103,0.0042249398410242785,0.0042249398410242785
2024-11-29 02:00:00,FLAT,SHORT,0.0,0.003940099062401014,0.0041164253522443205,0.0041164253522443205
2024-11-29 03:00:00,FLAT,SHORT,0.0,0.0040038934712315274,0.0042011676196593226,0.0042011676196593226
2024-11-29 04:00:00,FLAT,SHORT,0.0,0.0039563018382958405,0.004035596361544892,0.004035596361544892
2024-11-29 05:00:00,FLAT,SHORT,0.0,0.003913425424133641,0.0040784906353580055,0.0040784906353580055
2024-11-29 06:00:00,FLAT,LONG,0.0,0.004348154411893068,0.004121374245121917,0.004348154411893068
2024-11-29 07:00:00,FLAT,LONG,0.0,0.004261190989066015,0.004072188631375714,0.004261190989066015
2024-11-29 08:00:00,FLAT,SHORT,0.0,0.003977409252371888,0.004076838185214488,0.004076838185214488
2024-11-29 09:00:00,FLAT,SHORT,0.0,0.004254232060718932,0.004309284209147637,0.004309284209147637
2024-11-29 10:00:00,FLAT,SHORT,0.0,0.004116609523207752,0.004202463187261399,0.004202463187261399
2024-11-29 11:00:00,FLAT,LONG,0.0,0.0042784185345142636,0.00419072768212254,0.0042784185345142636
2024-11-29 12:00:00,FLAT,LONG,0.0,0.004776879826790538,0.004349022053456213,0.004776879826790538
2024-11-29 13:00:00,FLAT,LONG,0.0,0.004753071726418836,0.00432297096814284,0.004753071726418836
2024-11-29 14:00:00,FLAT,LONG,0.0,0.004700860822931597,0.004244347766453265,0.004700860822931597
2024-11-29 15:00:00,FLAT,LONG,0.0,0.00430119624150586,0.00407403748260533,0.00430119624150586
2024-11-29 16:00:00,FLAT,LONG,0.0,0.004607169801496029,0.004244548816289766,0.004607169801496029
2024-11-29 17:00:00,FLAT,LONG,0.0,0.005184566476631937,0.004624390998897282,0.005184566476631937
2024-11-29 18:00:00,FLAT,LONG,0.0,0.005082492354459163,0.004609243645350745,0.005082492354459163
2024-11-29 19:00:00,FLAT,LONG,0.0,0.004657978457966174,0.004311602567371124,0.004657978457966174
2024-11-29 20:00:00,FLAT,LONG,0.0,0.00461657932998787,0.0043030436518359935,0.00461657932998787
2024-11-29 21:00:00,FLAT,LONG,0.0,0.004888198763978105,0.004589085775249876,0.004888198763978105
2024-11-29 22:00:00,FLAT,LONG,0.0,0.004763941732082738,0.004550413856675827,0.004763941732082738
2024-11-29 23:00:00,FLAT,LONG,0.0,0.004270424779901494,0.004250976433886236,0.004270424779901494
2024-11-30 00:00:00,FLAT,LONG,0.0,0.004317992278996816,0.00417782234223559,0.004317992278996816
2024-11-30 01:00:00,FLAT,LONG,0.0,0.00424619104032944,0.004037745723499022,0.00424619104032944
2024-11-30 02:00:00,FLAT,LONG,0.0,0.004348464839632048,0.004091432396827619,0.004348464839632048
2024-11-30 03:00:00,FLAT,LONG,0.0,0.004392628024963495,0.004094270514057826,0.004392628024963495
2024-11-30 04:00:00,FLAT,LONG,0.0,0.005066858374155743,0.004421506325662474,0.005066858374155743
2024-11-30 05:00:00,FLAT,LONG,0.0,0.00489138840064922,0.004305782765789326,0.00489138840064922
2024-11-30 06:00:00,FLAT,LONG,0.0,0.004671224693707795,0.004195697807546942,0.004671224693707795
2024-11-30 07:00:00,FLAT,LONG,0.0,0.004307847982035916,0.004040722390781366,0.004307847982035916
2024-11-30 08:00:00,FLAT,LONG,0.0,0.004188473079245708,0.004123161043729141,0.004188473079245708
2024-11-30 09:00:00,FLAT,LONG,0.0,0.004160979931011904,0.004011660232433159,0.004160979931011904
2024-11-30 10:00:00,FLAT,SHORT,0.0,0.0040574210661318486,0.0040734329634104895,0.0040734329634104895
2024-11-30 11:00:00,FLAT,SHORT,0.0,0.004134471239443669,0.004718499630912036,0.004718499630912036
2024-11-30 12:00:00,FLAT,SHORT,0.0,0.004165454661541506,0.005029405277825804,0.005029405277825804
2024-11-30 13:00:00,FLAT,SHORT,0.0,0.004244535480558024,0.004808483763951506,0.004808483763951506
2024-11-30 14:00:00,FLAT,SHORT,0.0,0.00402321576547497,0.004154262405022241,0.004154262405022241
2024-11-30 15:00:00,FLAT,SHORT,0.0,0.004000832240056081,0.0042189362737278975,0.0042189362737278975
2024-11-30 16:00:00,FLAT,SHORT,0.0,0.004077274691510433,0.004496882024812729,0.004496882024812729
2024-11-30 17:00:00,FLAT,SHORT,0.0,0.004373177167504795,0.004812897575734967,0.004812897575734967
2024-11-30 18:00:00,FLAT,SHORT,0.0,0.004200294520252412,0.004712056620769687,0.004712056620769687
2024-11-30 19:00:00,FLAT,SHORT,0.0,0.004071585497201297,0.004484957773013408,0.004484957773013408
2024-11-30 20:00:00,FLAT,SHORT,0.0,0.004151250903240733,0.0046199510435853425,0.0046199510435853425
2024-11-30 21:00:00,FLAT,SHORT,0.0,0.004092594238833191,0.004411299657125803,0.004411299657125803
2024-11-30 22:00:00,FLAT,LONG,0.0,0.004332047745633569,0.0042047675525244115,0.004332047745633569
2024-11-30 23:00:00,FLAT,LONG,0.0,0.004315015145895062,0.004227249394748042,0.004315015145895062
2024-12-01 00:00:00,FLAT,LONG,0.0,0.0042619441980359,0.004220813488545918,0.0042619441980359
2024-12-01 01:00:00,FLAT,LONG,0.0,0.004218772271757584,0.0042140979991964365,0.004218772271757584
2024-12-01 02:00:00,FLAT,SHORT,0.0,0.00405154510797107,0.004294153310297795,0.004294153310297795
2024-12-01 03:00:00,FLAT,LONG,0.0,0.004426793250774336,0.0042536504687748725,0.004426793250774336
2024-12-01 04:00:00,FLAT,SHORT,0.0,0.00419050009751019,0.004224285248678726,0.004224285248678726
2024-12-01 05:00:00,FLAT,SHORT,0.0,0.004145812134096817,0.004389451886730528,0.004389451886730528
2024-12-01 06:00:00,FLAT,SHORT,0.0,0.004115088315616727,0.0042949350316766974,0.0042949350316766974
2024-12-01 07:00:00,FLAT,LONG,0.0,0.004578397419896202,0.004223611659249367,0.004578397419896202
2024-12-01 08:00:00,FLAT,LONG,0.0,0.004282382071693464,0.004193297445720626,0.004282382071693464
2024-12-01 09:00:00,FLAT,SHORT,0.0,0.0043095665166227055,0.0046660370100389936,0.0046660370100389936
2024-12-01 10:00:00,FLAT,SHORT,0.0,0.004204499326401531,0.0042162532869199475,0.0042162532869199475
2024-12-01 11:00:00,FLAT,LONG,0.0,0.004219240854111907,0.0041681951820649555,0.004219240854111907
2024-12-01 12:00:00,FLAT,SHORT,0.0,0.00412289040165533,0.00430333410379192,0.00430333410379192
2024-12-01 13:00:00,FLAT,SHORT,0.0,0.004088563456216636,0.0045105507355092085,0.0045105507355092085
2024-12-01 14:00:00,FLAT,SHORT,0.0,0.004047621487501909,0.004332790995689459,0.004332790995689459
2024-12-01 15:00:00,FLAT,SHORT,0.0,0.004062961450818725,0.004286966761513915,0.004286966761513915
2024-12-01 16:00:00,FLAT,SHORT,0.0,0.004047260365228257,0.004294148278299714,0.004294148278299714
2024-12-01 17:00:00,FLAT,SHORT,0.0,0.004069870520819118,0.0043321947860647195,0.0043321947860647195
2024-12-01 18:00:00,FLAT,SHORT,0.0,0.004162476086114592,0.004236536116317409,0.004236536116317409
2024-12-01 19:00:00,FLAT,LONG,0.0,0.004377571151116168,0.0042598696837862805,0.004377571151116168
2024-12-01 20:00:00,FLAT,LONG,0.0,0.00446583462596678,0.004287742931059263,0.00446583462596678
2024-12-01 21:00:00,FLAT,LONG,0.0,0.004631968153716703,0.004376564536726869,0.004631968153716703
2024-12-01 22:00:00,FLAT,LONG,0.0,0.0048386541896235005,0.004422569284133196,0.0048386541896235005
2024-12-01 23:00:00,FLAT,LONG,0.0,0.005401642514295685,0.004724462097041164,0.005401642514295685
2024-12-02 00:00:00,FLAT,LONG,0.0,0.004967316068540492,0.004489629337646288,0.004967316068540492
2024-12-02 01:00:00,FLAT,LONG,0.0,0.004692159333617022,0.004333797791067521,0.004692159333617022
2024-12-02 02:00:00,FLAT,LONG,0.0,0.005009585037196169,0.004477433552712995,0.005009585037196169
2024-12-02 03:00:00,FLAT,LONG,0.0,0.004869036369662949,0.004385008881743182,0.004869036369662949
2024-12-02 04:00:00,FLAT,LONG,0.0,0.005013960208071471,0.004578559959831915,0.005013960208071471
2024-12-02 05:00:00,FLAT,LONG,0.0,0.004419858175005307,0.0042686121336466855,0.004419858175005307
2024-12-02 06:00:00,FLAT,LONG,0.0,0.004366020555392047,0.004231603217915078,0.004366020555392047
2024-12-02 07:00:00,FLAT,LONG,0.0,0.004530369060916806,0.004274053866513221,0.004530369060916806
