timestamp,episode,steps,total_reward,avg_loss,epsilon
2025-12-06T02:14:35.627212,1,5000,-97.1999999999989,0.3295766715944217,0.9525
2025-12-06T02:14:49.164878,2,5000,-141.6999999999958,0.33666833416819575,0.905
2025-12-06T02:15:03.760341,3,5000,-188.39999999999284,0.34245505306720736,0.8575
2025-12-06T02:15:19.959977,4,5000,-84.5999999999996,0.34541043705940244,0.81
2025-12-06T02:15:38.028478,5,5000,-100.99999999999957,0.34886544468402864,0.7625
2025-12-06T02:15:53.474731,6,5000,-99.30000000000032,0.35259989399909974,0.7150000000000001
2025-12-06T02:16:08.471210,7,5000,-55.800000000000985,0.3567563560307026,0.6675
2025-12-06T02:16:27.276364,8,5000,-80.19999999999948,0.36065713861584664,0.62
2025-12-06T02:16:44.588386,9,5000,-94.09999999999931,0.3641301497042179,0.5725
2025-12-06T02:17:00.361304,10,5000,17.299999999999535,0.36834896478652956,0.525
2025-12-06T02:17:17.176873,11,5000,40.800000000002335,0.37128194642663004,0.47750000000000004
2025-12-06T02:17:33.558629,12,5000,83.90000000000323,0.3746126958847046,0.43000000000000005
2025-12-06T02:17:49.760113,13,5000,16.199999999999292,0.37887705081105233,0.38250000000000006
2025-12-06T02:18:07.598869,14,5000,90.0000000000029,0.38338525490760805,0.3350000000000001
2025-12-06T02:18:25.263085,15,5000,109.80000000000209,0.38607835652828215,0.2875000000000001
2025-12-06T02:18:41.897027,16,5000,99.80000000000146,0.390593673735857,0.24
2025-12-06T02:18:59.274014,17,5000,154.80000000000152,0.3947278981745243,0.1925
2025-12-06T02:19:16.868609,18,5000,174.3000000000013,0.3983673343718052,0.14500000000000002
2025-12-06T02:19:37.885749,19,5000,111.20000000000101,0.40224228690862657,0.09750000000000003
2025-12-06T02:19:55.934310,20,5000,186.4000000000007,0.4060774794101715,0.050000000000000044
2025-12-06T02:20:14.565553,21,5000,212.70000000000044,0.4116639362990856,0.050000000000000044
2025-12-06T02:20:32.389828,22,5000,193.00000000000054,0.41898769493699073,0.050000000000000044
2025-12-06T02:20:51.192631,23,5000,227.90000000000026,0.42552488475441935,0.050000000000000044
2025-12-06T02:21:09.045743,24,5000,199.30000000000047,0.43236761310696603,0.050000000000000044
2025-12-06T02:21:25.932817,25,5000,184.2000000000007,0.438515486818552,0.050000000000000044
2025-12-06T02:21:43.059223,26,5000,208.10000000000042,0.4442225959062576,0.050000000000000044
2025-12-06T02:22:00.828720,27,5000,186.40000000000052,0.4497673088312149,0.050000000000000044
2025-12-06T02:22:18.848985,28,5000,161.50000000000045,0.4546535439312458,0.050000000000000044
2025-12-06T02:22:36.799938,29,5000,220.30000000000052,0.4597302186667919,0.050000000000000044
2025-12-06T02:22:53.949961,30,5000,108.40000000000063,0.46396696073412896,0.050000000000000044
2025-12-06T02:23:13.486986,31,5000,194.9000000000005,0.46738115252256396,0.050000000000000044
2025-12-06T02:23:31.462076,32,5000,159.1000000000005,0.4717043403625488,0.050000000000000044
2025-12-06T02:23:51.407405,33,5000,217.20000000000044,0.4744331883907318,0.050000000000000044
2025-12-06T02:24:15.266326,34,5000,221.3000000000005,0.47750318992733953,0.050000000000000044
2025-12-06T02:24:36.689290,35,5000,135.00000000000037,0.48002280430793764,0.050000000000000044
2025-12-06T02:24:55.242893,36,5000,148.1000000000005,0.4821314947962761,0.050000000000000044
2025-12-06T02:25:13.852754,37,5000,197.20000000000053,0.483193507874012,0.050000000000000044
2025-12-06T02:25:31.952823,38,5000,197.60000000000042,0.48429851365089416,0.050000000000000044
2025-12-06T02:25:49.811243,39,5000,143.30000000000047,0.48467879853248597,0.050000000000000044
2025-12-06T02:26:08.306785,40,5000,156.90000000000052,0.4853879561424255,0.050000000000000044
2025-12-06T02:26:27.978494,41,5000,171.00000000000043,0.4851656916618347,0.050000000000000044
2025-12-06T02:26:47.591424,42,5000,215.00000000000037,0.4853481437027454,0.050000000000000044
2025-12-06T02:27:07.773637,43,5000,194.40000000000055,0.48525040661096575,0.050000000000000044
2025-12-06T02:27:29.940652,44,5000,191.40000000000038,0.4855092657446861,0.050000000000000044
2025-12-06T02:27:54.054151,45,5000,195.00000000000043,0.48548533806204797,0.050000000000000044
2025-12-06T02:28:13.589480,46,5000,235.40000000000035,0.48549058188199995,0.050000000000000044
2025-12-06T02:28:35.457907,47,5000,227.00000000000043,0.4855890195786953,0.050000000000000044
2025-12-06T02:28:54.879911,48,5000,188.80000000000044,0.48547939407229423,0.050000000000000044
2025-12-06T02:29:13.800175,49,5000,222.90000000000038,0.4860372059762478,0.050000000000000044
2025-12-06T02:29:32.331374,50,5000,205.60000000000045,0.4858304889440537,0.050000000000000044
2025-12-06T02:29:50.392112,51,5000,224.40000000000043,0.4858202244520187,0.050000000000000044
2025-12-06T02:30:08.485762,52,5000,143.5000000000006,0.48559107353687286,0.050000000000000044
2025-12-06T02:30:29.091204,53,5000,102.10000000000042,0.4856569965004921,0.050000000000000044
2025-12-06T02:30:47.558188,54,5000,212.50000000000048,0.48589390529990195,0.050000000000000044
2025-12-06T02:31:05.655024,55,5000,129.70000000000044,0.4855349848806858,0.050000000000000044
2025-12-06T02:31:23.695827,56,5000,210.20000000000033,0.48572747631073,0.050000000000000044
2025-12-06T02:31:42.395709,57,5000,133.50000000000048,0.4857319425284862,0.050000000000000044
2025-12-06T02:32:00.404959,58,5000,190.50000000000045,0.48599510922431943,0.050000000000000044
2025-12-06T02:32:18.277864,59,5000,220.2000000000004,0.48572366261482236,0.050000000000000044
2025-12-06T02:32:37.014093,60,5000,204.80000000000035,0.48578827959299087,0.050000000000000044
2025-12-06T02:32:54.955921,61,5000,157.9000000000004,0.4857138623714447,0.050000000000000044
2025-12-06T02:33:12.711013,62,5000,222.0000000000005,0.485836089515686,0.050000000000000044
2025-12-06T02:33:30.634533,63,5000,190.0000000000004,0.486322130805254,0.050000000000000044
